datetime,open,high,low,close,tickvol,spread,vol
2023-03-20 17:00:00,1988.1,1993.28,1981.93,1988.66,13887,0,0
2023-03-20 18:00:00,1988.82,2009.75,1988.82,2003.45,17458,0,0
2023-03-20 19:00:00,2003.45,2006.14,1995.56,1996.34,16355,0,0
2023-03-20 20:00:00,1996.33,1999.42,1983.91,1984.92,14396,0,0
2023-03-20 21:00:00,1984.83,1988.58,1973.89,1980.66,14472,0,0
2023-03-20 22:00:00,1980.64,1985.97,1979.09,1983.79,11036,0,0
2023-03-20 23:00:00,1983.91,1986.57,1972.53,1974.52,16609,0,0
2023-03-21 00:00:00,1974.65,1984.84,1974.65,1977.99,20808,0,0
2023-03-21 01:00:00,1978.01,1978.27,1965.85,1970.7,19667,0,0
2023-03-21 02:00:00,1970.68,1973.88,1967.22,1973.82,15002,0,0
2023-03-21 03:00:00,1973.78,1980.98,1973.0,1974.8,13880,0,0
2023-03-21 04:00:00,1974.82,1979.13,1974.2,1977.51,9106,0,0
2023-03-21 05:00:00,1977.54,1984.12,1976.18,1983.76,8162,0,0
2023-03-21 06:00:00,1983.88,1984.36,1977.05,1977.19,7864,0,0
2023-03-21 07:00:00,1977.18,1979.48,1977.18,1978.83,3009,0,0
2023-03-21 09:00:00,1978.71,1980.04,1978.17,1978.32,1298,0,0
2023-03-21 10:00:00,1978.33,1979.0,1976.28,1976.67,2585,0,0
2023-03-21 11:00:00,1976.74,1982.63,1975.44,1980.42,5542,0,0
2023-03-21 12:00:00,1980.41,1982.88,1979.28,1980.11,7111,0,0
2023-03-21 13:00:00,1980.15,1984.56,1979.21,1983.32,5572,0,0
2023-03-21 14:00:00,1983.32,1985.19,1982.0,1983.8,4389,0,0
2023-03-21 15:00:00,1983.8,1983.8,1981.05,1981.41,3831,0,0
2023-03-21 16:00:00,1981.49,1982.83,1980.02,1982.49,4981,0,0
2023-03-21 17:00:00,1982.51,1983.29,1971.91,1973.38,7024,0,0
2023-03-21 18:00:00,1973.36,1978.84,1970.36,1970.36,11774,0,0
2023-03-21 19:00:00,1970.31,1970.92,1963.01,1966.39,13386,0,0
2023-03-21 20:00:00,1966.37,1969.85,1965.44,1968.99,9293,0,0
2023-03-21 21:00:00,1969.0,1969.42,1964.34,1968.72,9072,0,0
2023-03-21 22:00:00,1968.69,1969.35,1965.84,1966.31,9145,0,0
2023-03-21 23:00:00,1966.37,1967.12,1960.51,1963.6,13084,0,0
2023-03-22 00:00:00,1963.61,1965.84,1952.11,1952.91,17959,0,0
2023-03-22 01:00:00,1952.83,1955.04,1945.32,1953.16,19531,0,0
2023-03-22 02:00:00,1952.97,1953.29,1943.26,1948.2,14428,0,0
2023-03-22 03:00:00,1948.19,1949.03,1940.19,1944.34,12393,0,0
2023-03-22 04:00:00,1944.37,1944.84,1936.69,1941.5,12501,0,0
2023-03-22 05:00:00,1941.53,1942.2,1935.43,1936.6,7389,0,0
2023-03-22 06:00:00,1936.73,1940.7,1936.04,1940.18,6606,0,0
2023-03-22 07:00:00,1940.27,1940.77,1939.35,1940.52,2845,0,0
2023-03-22 09:00:00,1939.8,1942.45,1939.67,1941.07,1273,0,0
2023-03-22 10:00:00,1941.21,1943.97,1941.13,1943.15,2399,0,0
2023-03-22 11:00:00,1943.16,1944.7,1942.35,1943.44,4373,0,0
2023-03-22 12:00:00,1943.45,1946.2,1942.85,1943.94,6607,0,0
2023-03-22 13:00:00,1943.92,1943.92,1938.96,1939.47,6007,0,0
2023-03-22 14:00:00,1939.48,1941.87,1938.23,1939.67,4672,0,0
2023-03-22 15:00:00,1939.67,1940.05,1937.95,1939.34,2919,0,0
2023-03-22 16:00:00,1939.36,1941.18,1938.05,1939.8,4533,0,0
2023-03-22 17:00:00,1939.79,1943.55,1939.09,1942.41,5260,0,0
2023-03-22 18:00:00,1942.44,1942.87,1934.28,1939.86,10421,0,0
2023-03-22 19:00:00,1939.64,1945.34,1939.64,1941.9,10745,0,0
2023-03-22 20:00:00,1941.92,1945.7,1941.88,1944.13,8605,0,0
2023-03-22 21:00:00,1944.1,1945.36,1940.24,1942.66,8404,0,0
2023-03-22 22:00:00,1942.67,1943.5,1939.81,1942.47,7641,0,0
2023-03-22 23:00:00,1942.43,1943.54,1937.12,1937.56,11583,0,0
2023-03-23 00:00:00,1937.57,1944.41,1937.4,1942.9,14699,0,0
2023-03-23 01:00:00,1942.93,1951.59,1942.64,1950.68,14250,0,0
2023-03-23 02:00:00,1950.62,1951.96,1946.63,1947.27,12588,0,0
2023-03-23 03:00:00,1947.29,1949.85,1945.69,1949.1,8944,0,0
2023-03-23 04:00:00,1949.04,1950.83,1944.97,1946.41,8809,0,0
2023-03-23 05:00:00,1950.34,1978.82,1949.2,1970.87,22265,0,0
2023-03-23 06:00:00,1970.86,1975.31,1954.22,1972.69,20082,0,0
2023-03-23 07:00:00,1972.71,1975.05,1966.83,1969.7,5325,0,0
2023-03-23 09:00:00,1967.73,1968.34,1964.54,1965.57,3227,0,0
2023-03-23 10:00:00,1965.74,1970.14,1965.74,1969.69,3851,0,0
2023-03-23 11:00:00,1969.77,1973.86,1969.65,1972.88,7387,0,0
2023-03-23 12:00:00,1972.85,1973.15,1966.38,1969.14,10137,0,0
2023-03-23 13:00:00,1969.11,1976.17,1968.94,1975.31,6902,0,0
2023-03-23 14:00:00,1975.3,1977.68,1973.32,1976.93,7129,0,0
2023-03-23 15:00:00,1976.9,1978.21,1974.98,1977.83,4767,0,0
2023-03-23 16:00:00,1977.83,1980.94,1976.18,1977.12,7243,0,0
2023-03-23 17:00:00,1977.11,1983.53,1976.61,1978.25,7116,0,0
2023-03-23 18:00:00,1978.25,1983.66,1974.94,1976.84,11960,0,0
2023-03-23 19:00:00,1976.84,1978.8,1974.27,1976.51,11536,0,0
2023-03-23 20:00:00,1976.49,1978.89,1974.97,1978.08,8500,0,0
2023-03-23 21:00:00,1978.12,1980.65,1976.27,1977.75,8296,0,0
2023-03-23 22:00:00,1977.72,1978.7,1975.57,1978.47,8554,0,0
2023-03-23 23:00:00,1978.46,1980.38,1966.62,1971.99,14117,0,0
2023-03-24 00:00:00,1972.0,1985.06,1971.41,1984.1,16879,0,0
2023-03-24 01:00:00,1984.2,1984.46,1978.98,1979.12,16041,0,0
2023-03-24 02:00:00,1979.09,1987.09,1977.71,1984.07,14946,0,0
2023-03-24 03:00:00,1984.09,1995.2,1982.78,1994.19,12990,0,0
2023-03-24 04:00:00,1994.18,1999.69,1990.78,1999.61,11143,0,0
2023-03-24 05:00:00,1999.62,2003.29,1992.6,1993.35,13076,0,0
2023-03-24 06:00:00,1993.42,1999.14,1988.04,1997.8,16526,0,0
2023-03-24 07:00:00,1997.86,1998.84,1992.52,1993.71,4098,0,0
2023-03-24 09:00:00,1992.68,1993.61,1990.13,1991.9,1859,0,0
2023-03-24 10:00:00,1991.86,1993.18,1990.59,1991.32,2865,0,0
2023-03-24 11:00:00,1991.3,1994.6,1989.71,1993.81,6012,0,0
2023-03-24 12:00:00,1993.78,1994.91,1990.33,1990.79,9678,0,0
2023-03-24 13:00:00,1990.8,1993.4,1990.5,1991.73,6466,0,0
2023-03-24 14:00:00,1991.74,1993.44,1989.79,1992.85,5707,0,0
2023-03-24 15:00:00,1992.87,1993.29,1991.19,1993.27,3917,0,0
2023-03-24 16:00:00,1993.25,1993.37,1989.45,1990.46,6688,0,0
2023-03-24 17:00:00,1990.5,1991.04,1985.31,1986.05,6141,0,0
2023-03-24 18:00:00,1986.04,1990.13,1986.01,1989.49,7067,0,0
2023-03-24 19:00:00,1989.47,1992.89,1981.28,1985.47,13366,0,0
2023-03-24 20:00:00,1985.47,1994.91,1985.41,1994.42,11613,0,0
2023-03-24 21:00:00,1994.48,2000.23,1992.57,1993.74,13535,0,0
2023-03-24 22:00:00,1993.77,1996.04,1990.71,1995.78,11112,0,0
2023-03-24 23:00:00,1995.8,2002.88,1993.14,1998.91,15673,0,0
2023-03-25 00:00:00,1998.96,2001.82,1988.62,1989.56,19906,0,0
2023-03-25 01:00:00,1989.55,1998.38,1985.95,1994.48,18110,0,0
2023-03-25 02:00:00,1994.46,1995.72,1987.1,1987.3,13945,0,0
2023-03-25 03:00:00,1987.04,1990.6,1983.84,1986.83,13250,0,0
2023-03-25 04:00:00,1986.82,1987.19,1975.62,1979.73,12495,0,0
2023-03-25 05:00:00,1979.78,1979.89,1975.25,1978.33,8131,0,0
2023-03-25 06:00:00,1978.31,1979.58,1975.82,1976.0,6913,0,0
2023-03-25 07:00:00,1976.06,1979.36,1975.21,1977.57,2903,0,0
2023-03-27 09:00:00,1976.57,1976.59,1969.35,1973.87,3808,0,0
2023-03-27 10:00:00,1973.88,1976.77,1973.07,1975.7,3814,0,0
2023-03-27 11:00:00,1975.7,1976.18,1972.52,1973.68,5868,0,0
2023-03-27 12:00:00,1973.68,1978.73,1972.17,1974.45,9079,0,0
2023-03-27 13:00:00,1974.45,1977.09,1973.52,1976.89,6107,0,0
2023-03-27 14:00:00,1976.87,1977.02,1974.5,1974.64,4752,0,0
2023-03-27 15:00:00,1974.64,1975.48,1973.29,1973.76,3366,0,0
2023-03-27 16:00:00,1973.79,1973.96,1969.32,1970.14,5340,0,0
2023-03-27 17:00:00,1970.07,1971.86,1966.68,1969.72,8804,0,0
2023-03-27 18:00:00,1969.63,1972.64,1965.92,1970.89,11228,0,0
2023-03-27 19:00:00,1970.86,1972.2,1967.35,1968.37,7983,0,0
2023-03-27 20:00:00,1968.4,1968.71,1956.01,1956.11,10169,0,0
2023-03-27 21:00:00,1956.09,1957.32,1948.27,1949.77,10564,0,0
2023-03-27 22:00:00,1949.77,1955.09,1949.19,1954.22,9825,0,0
2023-03-27 23:00:00,1954.18,1958.25,1944.41,1945.74,13106,0,0
2023-03-28 00:00:00,1945.8,1950.89,1944.06,1949.2,16906,0,0
2023-03-28 01:00:00,1949.38,1956.7,1945.87,1954.29,14124,0,0
2023-03-28 02:00:00,1954.24,1958.76,1953.25,1956.87,10736,0,0
2023-03-28 03:00:00,1956.9,1959.45,1954.66,1955.88,8725,0,0
2023-03-28 04:00:00,1955.84,1956.23,1950.77,1952.7,9327,0,0
2023-03-28 05:00:00,1952.72,1956.75,1952.67,1956.02,6867,0,0
2023-03-28 06:00:00,1956.02,1958.24,1955.54,1956.97,6871,0,0
2023-03-28 07:00:00,1957.01,1957.67,1955.72,1956.4,1999,0,0
2023-03-28 09:00:00,1957.55,1958.09,1956.54,1957.25,1507,0,0
2023-03-28 10:00:00,1957.27,1958.33,1957.17,1958.14,2005,0,0
2023-03-28 11:00:00,1958.14,1960.79,1957.74,1959.4,5223,0,0
2023-03-28 12:00:00,1959.43,1964.0,1959.06,1962.63,6566,0,0
2023-03-28 13:00:00,1962.61,1962.67,1959.31,1960.27,4401,0,0
2023-03-28 14:00:00,1960.28,1961.17,1958.95,1959.73,3950,0,0
2023-03-28 15:00:00,1959.71,1960.11,1957.41,1957.78,3956,0,0
2023-03-28 16:00:00,1957.78,1960.87,1956.7,1959.52,5029,0,0
2023-03-28 17:00:00,1959.57,1959.57,1953.16,1954.98,8364,0,0
2023-03-28 18:00:00,1954.91,1956.87,1951.89,1953.96,9369,0,0
2023-03-28 19:00:00,1953.95,1955.94,1949.78,1950.22,7991,0,0
2023-03-28 20:00:00,1950.24,1953.87,1949.14,1953.78,7330,0,0
2023-03-28 21:00:00,1953.8,1957.31,1953.52,1956.77,7768,0,0
2023-03-28 22:00:00,1956.79,1958.58,1955.78,1957.01,7021,0,0
2023-03-28 23:00:00,1957.08,1967.44,1956.99,1965.29,13697,0,0
2023-03-29 00:00:00,1965.28,1966.0,1960.8,1963.31,15418,0,0
2023-03-29 01:00:00,1963.32,1969.99,1958.96,1969.14,14204,0,0
2023-03-29 02:00:00,1969.2,1969.92,1966.07,1966.67,9401,0,0
2023-03-29 03:00:00,1966.71,1969.35,1965.67,1969.05,7492,0,0
2023-03-29 04:00:00,1969.06,1975.12,1968.9,1974.55,9012,0,0
2023-03-29 05:00:00,1974.64,1975.13,1971.12,1973.27,5813,0,0
2023-03-29 06:00:00,1973.25,1975.29,1972.53,1973.39,5787,0,0
2023-03-29 07:00:00,1973.4,1974.14,1971.62,1973.57,2855,0,0
2023-03-29 09:00:00,1974.04,1974.41,1972.43,1972.99,1402,0,0
2023-03-29 10:00:00,1972.99,1973.71,1971.45,1971.94,2047,0,0
2023-03-29 11:00:00,1971.94,1972.91,1969.99,1970.48,4572,0,0
2023-03-29 12:00:00,1970.52,1971.89,1966.89,1969.17,6611,0,0
2023-03-29 13:00:00,1969.15,1970.24,1967.51,1968.47,4322,0,0
2023-03-29 14:00:00,1968.48,1969.16,1965.89,1966.49,3390,0,0
2023-03-29 15:00:00,1966.51,1968.9,1965.85,1966.21,3652,0,0
2023-03-29 16:00:00,1966.26,1967.67,1963.05,1963.07,5067,0,0
2023-03-29 17:00:00,1963.1,1963.63,1960.25,1962.1,7692,0,0
2023-03-29 18:00:00,1962.09,1964.73,1958.7,1961.72,8293,0,0
2023-03-29 19:00:00,1961.72,1964.58,1960.83,1964.35,6084,0,0
2023-03-29 20:00:00,1964.35,1968.02,1964.33,1967.38,6206,0,0
2023-03-29 21:00:00,1967.36,1969.18,1965.86,1967.83,5510,0,0
2023-03-29 22:00:00,1967.85,1968.55,1963.22,1966.72,6542,0,0
2023-03-29 23:00:00,1966.71,1968.67,1962.42,1964.89,10902,0,0
2023-03-30 00:00:00,1965.04,1968.15,1961.06,1965.71,11954,0,0
2023-03-30 01:00:00,1965.69,1971.79,1963.26,1969.15,12337,0,0
2023-03-30 02:00:00,1969.16,1969.44,1960.69,1961.86,10163,0,0
2023-03-30 03:00:00,1961.87,1965.64,1961.66,1965.07,7135,0,0
2023-03-30 04:00:00,1965.05,1969.22,1963.53,1969.02,6668,0,0
2023-03-30 05:00:00,1969.0,1969.13,1966.63,1966.94,4460,0,0
2023-03-30 06:00:00,1966.92,1966.92,1961.12,1963.21,5071,0,0
2023-03-30 07:00:00,1963.35,1964.62,1962.67,1964.38,2013,0,0
2023-03-30 09:00:00,1963.86,1964.94,1963.59,1964.41,1424,0,0
2023-03-30 10:00:00,1964.38,1964.4,1962.91,1963.22,1667,0,0
2023-03-30 11:00:00,1963.27,1963.54,1960.79,1961.44,4134,0,0
2023-03-30 12:00:00,1961.64,1962.0,1955.37,1959.16,6357,0,0
2023-03-30 13:00:00,1959.16,1960.26,1958.05,1958.41,3802,0,0
2023-03-30 14:00:00,1958.41,1960.89,1957.64,1959.6,3544,0,0
2023-03-30 15:00:00,1959.61,1961.41,1958.94,1960.87,2417,0,0
2023-03-30 16:00:00,1960.89,1965.4,1960.26,1964.6,5719,0,0
2023-03-30 17:00:00,1964.6,1969.44,1963.77,1968.72,8319,0,0
2023-03-30 18:00:00,1968.77,1971.54,1966.02,1966.7,8819,0,0
2023-03-30 19:00:00,1966.67,1968.59,1964.88,1967.95,7829,0,0
2023-03-30 20:00:00,1967.92,1968.59,1966.95,1967.42,5812,0,0
2023-03-30 21:00:00,1967.42,1971.0,1966.95,1968.86,5878,0,0
2023-03-30 22:00:00,1968.86,1971.19,1968.26,1968.67,5952,0,0
2023-03-30 23:00:00,1968.69,1975.28,1967.81,1970.31,12429,0,0
2023-03-31 00:00:00,1970.32,1971.14,1965.26,1966.71,14455,0,0
2023-03-31 01:00:00,1966.7,1972.36,1963.95,1972.15,12597,0,0
2023-03-31 02:00:00,1972.15,1975.23,1971.13,1974.76,10173,0,0
2023-03-31 03:00:00,1974.83,1984.32,1974.78,1983.16,10618,0,0
2023-03-31 04:00:00,1983.26,1983.5,1978.12,1979.9,7552,0,0
2023-03-31 05:00:00,1979.81,1981.88,1979.54,1981.43,4121,0,0
2023-03-31 06:00:00,1981.43,1983.09,1980.56,1981.37,4716,0,0
2023-03-31 07:00:00,1981.27,1981.97,1979.86,1980.21,2266,0,0
2023-03-31 09:00:00,1979.93,1980.46,1979.05,1979.07,1374,0,0
2023-03-31 10:00:00,1979.1,1980.07,1977.99,1978.47,2501,0,0
2023-03-31 11:00:00,1978.46,1979.81,1977.68,1979.69,4730,0,0
2023-03-31 12:00:00,1979.67,1983.66,1979.08,1982.42,6959,0,0
2023-03-31 13:00:00,1982.4,1983.38,1980.78,1981.71,4434,0,0
2023-03-31 14:00:00,1981.68,1981.92,1980.79,1981.18,3095,0,0
2023-03-31 15:00:00,1981.17,1982.1,1980.24,1980.85,2268,0,0
2023-03-31 16:00:00,1980.82,1980.92,1978.13,1979.06,4073,0,0
2023-03-31 17:00:00,1979.11,1985.07,1979.02,1984.2,6214,0,0
2023-03-31 18:00:00,1984.22,1984.22,1974.84,1975.32,8928,0,0
2023-03-31 19:00:00,1975.36,1978.69,1973.21,1975.16,8469,0,0
2023-03-31 20:00:00,1975.44,1980.43,1975.44,1978.45,7678,0,0
2023-03-31 21:00:00,1978.46,1981.05,1976.99,1979.44,6009,0,0
2023-03-31 22:00:00,1979.51,1981.94,1979.35,1980.28,5871,0,0
2023-03-31 23:00:00,1980.29,1987.54,1976.21,1979.65,12875,0,0
2023-04-01 00:00:00,1979.63,1984.1,1974.89,1979.72,14495,0,0
2023-04-01 01:00:00,1979.86,1981.09,1975.28,1977.98,13650,0,0
2023-04-01 02:00:00,1977.98,1981.08,1974.9,1979.68,11478,0,0
2023-04-01 03:00:00,1979.69,1979.79,1975.28,1977.16,7791,0,0
2023-04-01 04:00:00,1977.18,1977.3,1966.9,1967.43,9181,0,0
2023-04-01 05:00:00,1967.48,1972.11,1967.25,1971.19,5274,0,0
2023-04-01 06:00:00,1971.3,1971.47,1968.32,1970.97,6530,0,0
2023-04-01 07:00:00,1970.96,1970.96,1968.49,1969.28,3108,0,0
2023-04-03 09:00:00,1966.26,1967.28,1960.11,1962.54,4117,0,0
2023-04-03 10:00:00,1962.56,1962.74,1957.0,1957.05,3998,0,0
2023-04-03 11:00:00,1957.06,1964.19,1956.8,1962.39,6595,0,0
2023-04-03 12:00:00,1962.4,1964.52,1958.49,1960.27,7548,0,0
2023-04-03 13:00:00,1960.25,1960.36,1952.48,1952.55,7455,0,0
2023-04-03 14:00:00,1952.56,1953.81,1949.76,1951.85,6584,0,0
2023-04-03 15:00:00,1951.85,1952.76,1950.5,1952.56,3373,0,0
2023-04-03 16:00:00,1952.6,1954.1,1951.48,1953.77,5281,0,0
2023-04-03 17:00:00,1953.76,1957.16,1950.85,1954.74,6555,0,0
2023-04-03 18:00:00,1954.74,1961.97,1953.24,1961.81,8173,0,0
2023-04-03 19:00:00,1961.82,1966.45,1961.2,1965.78,6746,0,0
2023-04-03 20:00:00,1965.92,1967.06,1963.1,1966.09,5576,0,0
2023-04-03 21:00:00,1966.1,1972.52,1966.01,1972.48,6992,0,0
2023-04-03 22:00:00,1972.51,1978.77,1971.19,1978.67,8193,0,0
2023-04-03 23:00:00,1978.52,1979.96,1975.75,1979.07,10490,0,0
2023-04-04 00:00:00,1979.08,1980.84,1972.41,1976.09,13309,0,0
2023-04-04 01:00:00,1977.44,1989.86,1977.44,1986.07,17564,0,0
2023-04-04 02:00:00,1986.07,1990.43,1983.93,1987.95,10986,0,0
2023-04-04 03:00:00,1987.95,1990.49,1986.82,1987.01,7856,0,0
2023-04-04 04:00:00,1987.0,1987.01,1981.9,1985.05,8139,0,0
2023-04-04 05:00:00,1985.06,1985.28,1982.22,1982.43,5584,0,0
2023-04-04 06:00:00,1982.47,1986.06,1982.29,1985.15,5160,0,0
2023-04-04 07:00:00,1985.12,1985.91,1983.59,1984.41,1752,0,0
2023-04-04 09:00:00,1985.44,1985.46,1983.69,1983.95,1008,0,0
2023-04-04 10:00:00,1983.94,1985.51,1983.58,1984.96,1432,0,0
2023-04-04 11:00:00,1984.95,1985.32,1982.2,1982.93,3827,0,0
2023-04-04 12:00:00,1982.94,1983.59,1977.87,1978.29,5450,0,0
2023-04-04 13:00:00,1978.28,1981.41,1978.07,1980.87,4078,0,0
2023-04-04 14:00:00,1980.87,1980.9,1977.9,1978.17,2949,0,0
2023-04-04 15:00:00,1978.16,1980.78,1977.89,1979.76,3603,0,0
2023-04-04 16:00:00,1979.72,1980.92,1978.13,1978.86,3806,0,0
2023-04-04 17:00:00,1978.98,1982.35,1976.95,1981.6,6198,0,0
2023-04-04 18:00:00,1981.59,1983.81,1978.78,1982.16,7783,0,0
2023-04-04 19:00:00,1982.2,1984.23,1980.29,1980.66,7129,0,0
2023-04-04 20:00:00,1980.65,1983.81,1980.19,1982.97,5931,0,0
2023-04-04 21:00:00,1982.94,1984.32,1981.38,1982.16,6148,0,0
2023-04-04 22:00:00,1982.16,1982.5,1978.51,1982.0,6362,0,0
2023-04-04 23:00:00,1982.01,1985.63,1981.5,1983.63,9600,0,0
2023-04-05 00:00:00,1983.62,1993.25,1983.44,1992.66,12493,0,0
2023-04-05 01:00:00,1992.66,2024.94,1992.57,2016.1,22275,0,0
2023-04-05 02:00:00,2016.34,2023.16,2015.68,2020.23,14498,0,0
2023-04-05 03:00:00,2020.26,2024.98,2019.66,2020.74,10791,0,0
2023-04-05 04:00:00,2020.75,2020.96,2017.85,2018.36,7920,0,0
2023-04-05 05:00:00,2018.3,2021.57,2017.85,2021.27,5511,0,0
2023-04-05 06:00:00,2021.32,2022.47,2020.34,2021.84,5637,0,0
2023-04-05 07:00:00,2021.92,2022.03,2020.09,2020.52,2290,0,0
2023-04-05 09:00:00,2021.05,2021.52,2019.73,2020.61,1897,0,0
2023-04-05 10:00:00,2020.6,2023.65,2020.6,2021.78,2550,0,0
2023-04-05 11:00:00,2021.71,2022.46,2019.41,2019.55,4570,0,0
2023-04-05 12:00:00,2019.57,2021.86,2019.57,2020.53,3631,0,0
2023-04-05 13:00:00,2020.48,2025.33,2020.19,2023.96,4772,0,0
2023-04-05 14:00:00,2023.97,2024.06,2021.9,2023.03,3714,0,0
2023-04-05 15:00:00,2023.02,2023.82,2022.1,2023.37,3419,0,0
2023-04-05 16:00:00,2023.34,2024.78,2022.78,2024.31,2683,0,0
2023-04-05 17:00:00,2024.31,2026.31,2023.01,2024.43,5574,0,0
2023-04-05 18:00:00,2024.41,2028.38,2022.89,2025.39,7808,0,0
2023-04-05 19:00:00,2025.37,2028.18,2023.27,2024.06,6983,0,0
2023-04-05 20:00:00,2024.05,2025.16,2021.84,2024.55,6791,0,0
2023-04-05 21:00:00,2024.57,2025.18,2021.78,2022.34,5133,0,0
2023-04-05 22:00:00,2022.34,2024.55,2021.55,2022.92,5979,0,0
2023-04-05 23:00:00,2022.95,2032.01,2022.24,2031.56,12887,0,0
2023-04-06 00:00:00,2031.66,2032.08,2021.09,2022.7,14724,0,0
2023-04-06 01:00:00,2030.65,2031.53,2009.94,2018.74,12908,0,0
2023-04-06 02:00:00,2018.74,2022.94,2015.92,2021.69,10946,0,0
2023-04-06 03:00:00,2021.7,2023.91,2019.6,2021.35,7778,0,0
